LMODE NFREQ       PERIOD(S)     FREQUENCY(Hz)           C(KM/S)
    1   201    2.485436893       0.4023437500        2.588046429    
    1   202    2.488456865       0.4018554688        2.590062610    
    1   203    2.491484185       0.4013671875        2.592090961    
    1   204    2.494518879       0.4008789062        2.594131581    
    1   205    2.497560976       0.4003906250        2.596184571    
    1   206    2.500610501       0.3999023438        2.598250033    
    1   207    2.503667482       0.3994140625        2.600328069    
    1   208    2.506731946       0.3989257812        2.602418783    
    1   209    2.509803922       0.3984375000        2.604522277    
    1   210    2.512883436       0.3979492188        2.606638658    
    1   211    2.515970516       0.3974609375        2.608768031    
    1   212    2.519065191       0.3969726562        2.610910502    
    1   213    2.522167488       0.3964843750        2.613066180    
    1   214    2.525277435       0.3959960938        2.615235172    
    1   215    2.528395062       0.3955078125        2.617417588    
    1   216    2.531520396       0.3950195312        2.619613539    
    1   217    2.534653465       0.3945312500        2.621823134    
    1   218    2.537794300       0.3940429688        2.624046487    
    1   219    2.540942928       0.3935546875        2.626283710    
    1   220    2.544099379       0.3930664062        2.628534916    
    1   221    2.547263682       0.3925781250        2.630800221    
    1   222    2.550435866       0.3920898438        2.633079740    
    1   223    2.553615960       0.3916015625        2.635373589    
    1   224    2.556803995       0.3911132812        2.637681885    
    1   225    2.560000000       0.3906250000        2.640004747    
    1   226    2.563204005       0.3901367188        2.642342294    
    1   227    2.566416040       0.3896484375        2.644694646    
    1   228    2.569636136       0.3891601562        2.647061923    
    1   229    2.572864322       0.3886718750        2.649444248    
    1   230    2.576100629       0.3881835938        2.651841742    
    1   231    2.579345088       0.3876953125        2.654254530    
    1   232    2.582597730       0.3872070312        2.656682735    
    1   233    2.585858586       0.3867187500        2.659126483    
    1   234    2.589127686       0.3862304688        2.661585900    
    1   235    2.592405063       0.3857421875        2.664061113    
    1   236    2.595690748       0.3852539062        2.666552249    
    1   237    2.598984772       0.3847656250        2.669059437    
    1   238    2.602287166       0.3842773438        2.671582806    
    1   239    2.605597964       0.3837890625        2.674122487    
    1   240    2.608917197       0.3833007812        2.676678611    
    1   241    2.612244898       0.3828125000        2.679251309    
    1   242    2.615581098       0.3823242188        2.681840715    
    1   243    2.618925831       0.3818359375        2.684446960    
    1   244    2.622279129       0.3813476562        2.687070181    
    1   245    2.625641026       0.3808593750        2.689710511    
    1   246    2.629011553       0.3803710938        2.692368086    
    1   247    2.632390746       0.3798828125        2.695043044    
    1   248    2.635778636       0.3793945312        2.697735519    
    1   249    2.639175258       0.3789062500        2.700445652    
    1   250    2.642580645       0.3784179688        2.703173579    
    1   251    2.645994832       0.3779296875        2.705919440    
    1   252    2.649417853       0.3774414062        2.708683376    
    1   253    2.652849741       0.3769531250        2.711465525    
    1   254    2.656290532       0.3764648438        2.714266029    
    1   255    2.659740260       0.3759765625        2.717085030    
    1   256    2.663198960       0.3754882812        2.719922669    
    1   257    2.666666667       0.3750000000        2.722779090    
    1   258    2.670143416       0.3745117188        2.725654434    
    1   259    2.673629243       0.3740234375        2.728548846    
    1   260    2.677124183       0.3735351562        2.731462469    
    1   261    2.680628272       0.3730468750        2.734395448    
    1   262    2.684141547       0.3725585938        2.737347927    
    1   263    2.687664042       0.3720703125        2.740320051    
    1   264    2.691195795       0.3715820312        2.743311964    
    1   265    2.694736842       0.3710937500        2.746323814    
    1   266    2.698287220       0.3706054688        2.749355744    
    1   267    2.701846966       0.3701171875        2.752407901    
    1   268    2.705416116       0.3696289062        2.755480431    
    1   269    2.708994709       0.3691406250        2.758573479    
    1   270    2.712582781       0.3686523438        2.761687191    
    1   271    2.716180371       0.3681640625        2.764821713    
    1   272    2.719787517       0.3676757812        2.767977190    
    1   273    2.723404255       0.3671875000        2.771153769    
    1   274    2.727030626       0.3666992188        2.774351593    
    1   275    2.730666667       0.3662109375        2.777570809    
    1   276    2.734312417       0.3657226562        2.780811560    
    1   277    2.737967914       0.3652343750        2.784073991    
    1   278    2.741633199       0.3647460938        2.787358245    
    1   279    2.745308311       0.3642578125        2.790664466    
    1   280    2.748993289       0.3637695312        2.793992794    
    1   281    2.752688172       0.3632812500        2.797343373    
    1   282    2.756393001       0.3627929688        2.800716343    
    1   283    2.760107817       0.3623046875        2.804111844    
    1   284    2.763832659       0.3618164062        2.807530014    
    1   285    2.767567568       0.3613281250        2.810970991    
    1   286    2.771312585       0.3608398438        2.814434911    
    1   287    2.775067751       0.3603515625        2.817921910    
    1   288    2.778833107       0.3598632812        2.821432122    
    1   289    2.782608696       0.3593750000        2.824965679    
    1   290    2.786394558       0.3588867188        2.828522710    
    1   291    2.790190736       0.3583984375        2.832103346    
    1   292    2.793997271       0.3579101562        2.835707713    
    1   293    2.797814208       0.3574218750        2.839335935    
    1   294    2.801641587       0.3569335938        2.842988136    
    1   295    2.805479452       0.3564453125        2.846664436    
    1   296    2.809327846       0.3559570312        2.850364953    
    1   297    2.813186813       0.3554687500        2.854089802    
    1   298    2.817056396       0.3549804688        2.857839097    
    1   299    2.820936639       0.3544921875        2.861612947    
    1   300    2.824827586       0.3540039062        2.865411458    
    1   301    2.828729282       0.3535156250        2.869234735    
    1   302    2.832641770       0.3530273438        2.873082877    
    1   303    2.836565097       0.3525390625        2.876955982    
    1   304    2.840499307       0.3520507812        2.880854142    
    1   305    2.844444444       0.3515625000        2.884777445    
    1   306    2.848400556       0.3510742188        2.888725978    
    1   307    2.852367688       0.3505859375        2.892699819    
    1   308    2.856345886       0.3500976562        2.896699046    
    1   309    2.860335196       0.3496093750        2.900723729    
    1   310    2.864335664       0.3491210938        2.904773935    
    1   311    2.868347339       0.3486328125        2.908849724    
    1   312    2.872370266       0.3481445312        2.912951153    
    1   313    2.876404494       0.3476562500        2.917078270    
    1   314    2.880450070       0.3471679688        2.921231121    
    1   315    2.884507042       0.3466796875        2.925409742    
    1   316    2.888575458       0.3461914062        2.929614166    
    1   317    2.892655367       0.3457031250        2.933844417    
    1   318    2.896746818       0.3452148438        2.938100512    
    1   319    2.900849858       0.3447265625        2.942382463    
    1   320    2.904964539       0.3442382812        2.946690273    
    1   321    2.909090909       0.3437500000        2.951023936    
    1   322    2.913229018       0.3432617188        2.955383441    
    1   323    2.917378917       0.3427734375        2.959768765    
    1   324    2.921540656       0.3422851562        2.964179880    
    1   325    2.925714286       0.3417968750        2.968616745    
    1   326    2.929899857       0.3413085938        2.973079314    
    1   327    2.934097421       0.3408203125        2.977567528    
    1   328    2.938307030       0.3403320312        2.982081319    
    1   329    2.942528736       0.3398437500        2.986620610    
    1   330    2.946762590       0.3393554688        2.991185312    
    1   331    2.951008646       0.3388671875        2.995775325    
    1   332    2.955266955       0.3383789062        3.000390539    
    1   333    2.959537572       0.3378906250        3.005030831    
    1   334    2.963820550       0.3374023438        3.009696066    
    1   335    2.968115942       0.3369140625        3.014386098    
    1   336    2.972423803       0.3364257812        3.019100767    
    1   337    2.976744186       0.3359375000        3.023839900    
    1   338    2.981077147       0.3354492188        3.028603312    
    1   339    2.985422741       0.3349609375        3.033390803    
    1   340    2.989781022       0.3344726562        3.038202159    
    1   341    2.994152047       0.3339843750        3.043037151    
    1   342    2.998535871       0.3334960938        3.047895536    
    1   343    3.002932551       0.3330078125        3.052777057    
    1   344    3.007342144       0.3325195312        3.057681438    
    1   345    3.011764706       0.3320312500        3.062608391    
    1   346    3.016200295       0.3315429688        3.067557610    
    1   347    3.020648968       0.3310546875        3.072528771    
    1   348    3.025110783       0.3305664062        3.077521536    
    1   349    3.029585799       0.3300781250        3.082535549    
    1   350    3.034074074       0.3295898438        3.087570434    
    1   351    3.038575668       0.3291015625        3.092625801    
    1   352    3.043090639       0.3286132812        3.097701240    
    1   353    3.047619048       0.3281250000        3.102796322    
    1   354    3.052160954       0.3276367188        3.107910602    
    1   355    3.056716418       0.3271484375        3.113043612    
    1   356    3.061285501       0.3266601562        3.118194870    
    1   357    3.065868263       0.3261718750        3.123363870    
    1   358    3.070464768       0.3256835938        3.128550091    
    1   359    3.075075075       0.3251953125        3.133752988    
    1   360    3.079699248       0.3247070312        3.138972000    
    1   361    3.084337349       0.3242187500        3.144206544    
    1   362    3.088989442       0.3237304688        3.149456017    
    1   363    3.093655589       0.3232421875        3.154719798    
    1   364    3.098335855       0.3227539062        3.159997244    
    1   365    3.103030303       0.3222656250        3.165287693    
    1   366    3.107738998       0.3217773438        3.170590462    
    1   367    3.112462006       0.3212890625        3.175904850    
    1   368    3.117199391       0.3208007812        3.181230133    
    1   369    3.121951220       0.3203125000        3.186565571    
    1   370    3.126717557       0.3198242188        3.191910402    
    1   371    3.131498471       0.3193359375        3.197263846    
    1   372    3.136294028       0.3188476562        3.202625104    
    1   373    3.141104294       0.3183593750        3.207993356    
    1   374    3.145929339       0.3178710938        3.213367767    
    1   375    3.150769231       0.3173828125        3.218747482    
    1   376    3.155624037       0.3168945312        3.224131628    
    1   377    3.160493827       0.3164062500        3.229519318    
    1   378    3.165378671       0.3159179688        3.234909645    
    1   379    3.170278638       0.3154296875        3.240301687    
    1   380    3.175193798       0.3149414062        3.245694508    
    1   381    3.180124224       0.3144531250        3.251087157    
    1   382    3.185069984       0.3139648438        3.256478667    
    1   383    3.190031153       0.3134765625        3.261868061    
    1   384    3.195007800       0.3129882812        3.267254347    
    1   385    3.200000000       0.3125000000        3.272636523    
    1   386    3.205007825       0.3120117188        3.278013576    
    1   387    3.210031348       0.3115234375        3.283384484    
    1   388    3.215070644       0.3110351562        3.288748215    
    1   389    3.220125786       0.3105468750        3.294103731    
    1   390    3.225196850       0.3100585938        3.299449987    
    1   391    3.230283912       0.3095703125        3.304785933    
    1   392    3.235387046       0.3090820312        3.310110514    
    1   393    3.240506329       0.3085937500        3.315422671    
    1   394    3.245641838       0.3081054688        3.320721348    
    1   395    3.250793651       0.3076171875        3.326005482    
    1   396    3.255961844       0.3071289062        3.331274016    
    1   397    3.261146497       0.3066406250        3.336525893    
    1   398    3.266347687       0.3061523438        3.341760060    
    1   399    3.271565495       0.3056640625        3.346975467    
    1   400    3.276800000       0.3051757812        3.352171074    
    1   401    3.282051282       0.3046875000        3.357345844    
    1   402    3.287319422       0.3041992188        3.362498753    
    1   403    3.292604502       0.3037109375        3.367628784    
    1   404    3.297906602       0.3032226562        3.372734935    
    1   405    3.303225806       0.3027343750        3.377816213    
    1   406    3.308562197       0.3022460938        3.382871644    
    1   407    3.313915858       0.3017578125        3.387900266    
    1   408    3.319286872       0.3012695312        3.392901137    
    1   409    3.324675325       0.3007812500        3.397873329    
    1   410    3.330081301       0.3002929688        3.402815940    
    1   411    3.335504886       0.2998046875        3.407728083    
    1   412    3.340946166       0.2993164062        3.412608896    
    1   413    3.346405229       0.2988281250        3.417457541    
    1   414    3.351882160       0.2983398438        3.422273201    
    1   415    3.357377049       0.2978515625        3.427055088    
    1   416    3.362889984       0.2973632812        3.431802439    
    1   417    3.368421053       0.2968750000        3.436514517    
    1   418    3.373970346       0.2963867188        3.441190615    
    1   419    3.379537954       0.2958984375        3.445830055    
    1   420    3.385123967       0.2954101562        3.450432187    
    1   421    3.390728477       0.2949218750        3.454996395    
    1   422    3.396351575       0.2944335938        3.459522091    
    1   423    3.401993355       0.2939453125        3.464008720    
    1   424    3.407653910       0.2934570312        3.468455758    
    1   425    3.413333333       0.2929687500        3.472862717    
    1   426    3.419031720       0.2924804688        3.477229138    
    1   427    3.424749164       0.2919921875        3.481554598    
    1   428    3.430485762       0.2915039062        3.485838706    
    1   429    3.436241611       0.2910156250        3.490081104    
    1   430    3.442016807       0.2905273438        3.494281471    
    1   431    3.447811448       0.2900390625        3.498439515    
    1   432    3.453625632       0.2895507812        3.502554980    
    1   433    3.459459459       0.2890625000        3.506627644    
    1   434    3.465313029       0.2885742188        3.510657316    
    1   435    3.471186441       0.2880859375        3.514643840    
    1   436    3.477079796       0.2875976562        3.518587091    
    1   437    3.482993197       0.2871093750        3.522486975    
    1   438    3.488926746       0.2866210938        3.526343432    
    1   439    3.494880546       0.2861328125        3.530156431    
    1   440    3.500854701       0.2856445312        3.533925973    
    1   441    3.506849315       0.2851562500        3.537652087    
    1   442    3.512864494       0.2846679688        3.541334832    
    1   443    3.518900344       0.2841796875        3.544974296    
    1   444    3.524956971       0.2836914062        3.548570592    
    1   445    3.531034483       0.2832031250        3.552123863    
    1   446    3.537132988       0.2827148438        3.555634275    
    1   447    3.543252595       0.2822265625        3.559102020    
    1   448    3.549393414       0.2817382812        3.562527316    
    1   449    3.555555556       0.2812500000        3.565910401    
    1   450    3.561739130       0.2807617188        3.569251537    
    1   451    3.567944251       0.2802734375        3.572551007    
    1   452    3.574171030       0.2797851562        3.575809115    
    1   453    3.580419580       0.2792968750        3.579026183    
    1   454    3.586690018       0.2788085938        3.582202553    
    1   455    3.592982456       0.2783203125        3.585338583    
    1   456    3.599297012       0.2778320312        3.588434648    
    1   457    3.605633803       0.2773437500        3.591491138    
    1   458    3.611992945       0.2768554688        3.594508459    
    1   459    3.618374558       0.2763671875        3.597487028    
    1   460    3.624778761       0.2758789062        3.600427278    
    1   461    3.631205674       0.2753906250        3.603329651    
    1   462    3.637655417       0.2749023438        3.606194600    
    1   463    3.644128114       0.2744140625        3.609022589    
    1   464    3.650623886       0.2739257812        3.611814091    
    1   465    3.657142857       0.2734375000        3.614569586    
    1   466    3.663685152       0.2729492188        3.617289562    
    1   467    3.670250896       0.2724609375        3.619974513    
    1   468    3.676840215       0.2719726562        3.622624940    
    1   469    3.683453237       0.2714843750        3.625241348    
    1   470    3.690090090       0.2709960938        3.627824246    
    1   471    3.696750903       0.2705078125        3.630374148    
    1   472    3.703435805       0.2700195312        3.632891568    
    1   473    3.710144928       0.2695312500        3.635377025    
    1   474    3.716878403       0.2690429688        3.637831038    
    1   475    3.723636364       0.2685546875        3.640254128    
    1   476    3.730418944       0.2680664062        3.642646815    
    1   477    3.737226277       0.2675781250        3.645009621    
    1   478    3.744058501       0.2670898438        3.647343066    
    1   479    3.750915751       0.2666015625        3.649647668    
    1   480    3.757798165       0.2661132812        3.651923945    
    1   481    3.764705882       0.2656250000        3.654172412    
    1   482    3.771639042       0.2651367188        3.656393582    
    1   483    3.778597786       0.2646484375        3.658587966    
    1   484    3.785582255       0.2641601562        3.660756070    
    1   485    3.792592593       0.2636718750        3.662898399    
    1   486    3.799628942       0.2631835938        3.665015450    
    1   487    3.806691450       0.2626953125        3.667107722    
    1   488    3.813780261       0.2622070312        3.669175703    
    1   489    3.820895522       0.2617187500        3.671219882    
    1   490    3.828037383       0.2612304688        3.673240740    
    1   491    3.835205993       0.2607421875        3.675238754    
    1   492    3.842401501       0.2602539062        3.677214396    
    1   493    3.849624060       0.2597656250        3.679168132    
    1   494    3.856873823       0.2592773438        3.681100423    
    1   495    3.864150943       0.2587890625        3.683011724    
    1   496    3.871455577       0.2583007812        3.684902485    
    1   497    3.878787879       0.2578125000        3.686773149    
    1   498    3.886148008       0.2573242188        3.688624155    
    1   499    3.893536122       0.2568359375        3.690455933    
    1   500    3.900952381       0.2563476562        3.692268909    
    1   501    3.908396947       0.2558593750        3.694063503    
    1   502    3.915869981       0.2553710938        3.695840129    
    1   503    3.923371648       0.2548828125        3.697599194    
    1   504    3.930902111       0.2543945312        3.699341098    
    1   505    3.938461538       0.2539062500        3.701066238    
    1   506    3.946050096       0.2534179688        3.702775000    
    1   507    3.953667954       0.2529296875        3.704467769    
    1   508    3.961315280       0.2524414062        3.706144921    
    1   509    3.968992248       0.2519531250        3.707806825    
    1   510    3.976699029       0.2514648438        3.709453847    
    1   511    3.984435798       0.2509765625        3.711086344    
    1   512    3.992202729       0.2504882812        3.712704668    
    1   513    4.000000000       0.2500000000        3.714309167    
    1   514    4.007827789       0.2495117188        3.715900181    
    1   515    4.015686275       0.2490234375        3.717478043    
    1   516    4.023575639       0.2485351562        3.719043083    
    1   517    4.031496063       0.2480468750        3.720595625    
    1   518    4.039447732       0.2475585938        3.722135985    
    1   519    4.047430830       0.2470703125        3.723664475    
    1   520    4.055445545       0.2465820312        3.725181403    
    1   521    4.063492063       0.2460937500        3.726687069    
    1   522    4.071570577       0.2456054688        3.728181770    
    1   523    4.079681275       0.2451171875        3.729665795    
    1   524    4.087824351       0.2446289062        3.731139430    
    1   525    4.096000000       0.2441406250        3.732602955    
    1   526    4.104208417       0.2436523438        3.734056647    
    1   527    4.112449799       0.2431640625        3.735500775    
    1   528    4.120724346       0.2426757812        3.736935606    
    1   529    4.129032258       0.2421875000        3.738361400    
    1   530    4.137373737       0.2416992188        3.739778413    
    1   531    4.145748988       0.2412109375        3.741186899    
    1   532    4.154158215       0.2407226562        3.742587103    
    1   533    4.162601626       0.2402343750        3.743979270    
    1   534    4.171079430       0.2397460938        3.745363637    
    1   535    4.179591837       0.2392578125        3.746740440    
    1   536    4.188139059       0.2387695312        3.748109910    
    1   537    4.196721311       0.2382812500        3.749472272    
    1   538    4.205338809       0.2377929688        3.750827749    
    1   539    4.213991770       0.2373046875        3.752176561    
    1   540    4.222680412       0.2368164062        3.753518922    
    1   541    4.231404959       0.2363281250        3.754855043    
    1   542    4.240165631       0.2358398438        3.756185133    
    1   543    4.248962656       0.2353515625        3.757509396    
    1   544    4.257796258       0.2348632812        3.758828033    
    1   545    4.266666667       0.2343750000        3.760141241    
    1   546    4.275574113       0.2338867188        3.761449215    
    1   547    4.284518828       0.2333984375        3.762752145    
    1   548    4.293501048       0.2329101562        3.764050221    
    1   549    4.302521008       0.2324218750        3.765343627    
    1   550    4.311578947       0.2319335938        3.766632545    
    1   551    4.320675105       0.2314453125        3.767917154    
    1   552    4.329809725       0.2309570312        3.769197631    
    1   553    4.338983051       0.2304687500        3.770474150    
    1   554    4.348195329       0.2299804688        3.771746882    
    1   555    4.357446809       0.2294921875        3.773015995    
    1   556    4.366737740       0.2290039062        3.774281655    
    1   557    4.376068376       0.2285156250        3.775544026    
    1   558    4.385438972       0.2280273438        3.776803270    
    1   559    4.394849785       0.2275390625        3.778059544    
    1   560    4.404301075       0.2270507812        3.779313006    
    1   561    4.413793103       0.2265625000        3.780563809    
    1   562    4.423326134       0.2260742188        3.781812108    
    1   563    4.432900433       0.2255859375        3.783058051    
    1   564    4.442516269       0.2250976562        3.784301787    
    1   565    4.452173913       0.2246093750        3.785543462    
    1   566    4.461873638       0.2241210938        3.786783221    
    1   567    4.471615721       0.2236328125        3.788021206    
    1   568    4.481400438       0.2231445312        3.789257559    
    1   569    4.491228070       0.2226562500        3.790492418    
    1   570    4.501098901       0.2221679688        3.791725921    
    1   571    4.511013216       0.2216796875        3.792958205    
    1   572    4.520971302       0.2211914062        3.794189402    
    1   573    4.530973451       0.2207031250        3.795419646    
    1   574    4.541019956       0.2202148438        3.796649069    
    1   575    4.551111111       0.2197265625        3.797877800    
    1   576    4.561247216       0.2192382812        3.799105969    
    1   577    4.571428571       0.2187500000        3.800333702    
    1   578    4.581655481       0.2182617188        3.801561125    
    1   579    4.591928251       0.2177734375        3.802788364    
    1   580    4.602247191       0.2172851562        3.804015542    
    1   581    4.612612613       0.2167968750        3.805242781    
    1   582    4.623024831       0.2163085938        3.806470204    
    1   583    4.633484163       0.2158203125        3.807697931    
    1   584    4.643990930       0.2153320312        3.808926080    
    1   585    4.654545455       0.2148437500        3.810154771    
    1   586    4.665148064       0.2143554688        3.811384122    
    1   587    4.675799087       0.2138671875        3.812614248    
    1   588    4.686498856       0.2133789062        3.813845266    
    1   589    4.697247706       0.2128906250        3.815077291    
    1   590    4.708045977       0.2124023438        3.816310438    
    1   591    4.718894009       0.2119140625        3.817544820    
    1   592    4.729792148       0.2114257812        3.818780550    
    1   593    4.740740741       0.2109375000        3.820017740    
    1   594    4.751740139       0.2104492188        3.821256502    
    1   595    4.762790698       0.2099609375        3.822496948    
    1   596    4.773892774       0.2094726562        3.823739187    
    1   597    4.785046729       0.2089843750        3.824983331    
    1   598    4.796252927       0.2084960938        3.826229489    
    1   599    4.807511737       0.2080078125        3.827477769    
    1   600    4.818823529       0.2075195312        3.828728281    
    1   601    4.830188679       0.2070312500        3.829981134    
    1   602    4.841607565       0.2065429688        3.831236435    
    1   603    4.853080569       0.2060546875        3.832494293    
    1   604    4.864608076       0.2055664062        3.833754814    
    1   605    4.876190476       0.2050781250        3.835018107    
    1   606    4.887828162       0.2045898438        3.836284279    
    1   607    4.899521531       0.2041015625        3.837553436    
    1   608    4.911270983       0.2036132812        3.838825686    
    1   609    4.923076923       0.2031250000        3.840101134    
    1   610    4.934939759       0.2026367188        3.841379889    
    1   611    4.946859903       0.2021484375        3.842662056    
    1   612    4.958837772       0.2016601562        3.843947741    
    1   613    4.970873786       0.2011718750        3.845237053    
    1   614    4.982968370       0.2006835938        3.846530097    
    1   615    4.995121951       0.2001953125        3.847826980    
    1   616    5.007334963       0.1997070312        3.849127809    
    1   617    5.019607843       0.1992187500        3.850432690    
    1   618    5.031941032       0.1987304688        3.851741731    
    1   619    5.044334975       0.1982421875        3.853055040    
    1   620    5.056790123       0.1977539062        3.854372723    
    1   621    5.069306931       0.1972656250        3.855694888    
    1   622    5.081885856       0.1967773438        3.857021643    
    1   623    5.094527363       0.1962890625        3.858353097    
    1   624    5.107231920       0.1958007812        3.859689359    
    1   625    5.120000000       0.1953125000        3.861030536    
    1   626    5.132832080       0.1948242188        3.862376739    
    1   627    5.145728643       0.1943359375        3.863728076    
    1   628    5.158690176       0.1938476562        3.865084660    
    1   629    5.171717172       0.1933593750        3.866446598    
    1   630    5.184810127       0.1928710938        3.867814004    
    1   631    5.197969543       0.1923828125        3.869186989    
    1   632    5.211195929       0.1918945312        3.870565664    
    1   633    5.224489796       0.1914062500        3.871950143    
    1   634    5.237851662       0.1909179688        3.873340538    
    1   635    5.251282051       0.1904296875        3.874736964    
    1   636    5.264781491       0.1899414062        3.876139535    
    1   637    5.278350515       0.1894531250        3.877548367    
    1   638    5.291989664       0.1889648438        3.878963575    
    1   639    5.305699482       0.1884765625        3.880385276    
    1   640    5.319480519       0.1879882812        3.881813588    
    1   641    5.333333333       0.1875000000        3.883248629    
    1   642    5.347258486       0.1870117188        3.884690517    
    1   643    5.361256545       0.1865234375        3.886139373    
    1   644    5.375328084       0.1860351562        3.887595318    
    1   645    5.389473684       0.1855468750        3.889058472    
    1   646    5.403693931       0.1850585938        3.890528959    
    1   647    5.417989418       0.1845703125        3.892006902    
    1   648    5.432360743       0.1840820312        3.893492426    
    1   649    5.446808511       0.1835937500        3.894985656    
    1   650    5.461333333       0.1831054688        3.896486719    
    1   651    5.475935829       0.1826171875        3.897995741    
    1   652    5.490616622       0.1821289062        3.899512853    
    1   653    5.505376344       0.1816406250        3.901038184    
    1   654    5.520215633       0.1811523438        3.902571864    
    1   655    5.535135135       0.1806640625        3.904114026    
    1   656    5.550135501       0.1801757812        3.905664803    
    1   657    5.565217391       0.1796875000        3.907224330    
    1   658    5.580381471       0.1791992188        3.908792743    
    1   659    5.595628415       0.1787109375        3.910370179    
    1   660    5.610958904       0.1782226562        3.911956776    
    1   661    5.626373626       0.1777343750        3.913552674    
    1   662    5.641873278       0.1772460938        3.915158015    
    1   663    5.657458564       0.1767578125        3.916772940    
    1   664    5.673130194       0.1762695312        3.918397595    
    1   665    5.688888889       0.1757812500        3.920032125    
    1   666    5.704735376       0.1752929688        3.921676677    
    1   667    5.720670391       0.1748046875        3.923331399    
    1   668    5.736694678       0.1743164062        3.924996442    
    1   669    5.752808989       0.1738281250        3.926671958    
    1   670    5.769014085       0.1733398438        3.928358099    
    1   671    5.785310734       0.1728515625        3.930055022    
    1   672    5.801699717       0.1723632812        3.931762884    
    1   673    5.818181818       0.1718750000        3.933481842    
    1   674    5.834757835       0.1713867188        3.935212057    
    1   675    5.851428571       0.1708984375        3.936953691    
    1   676    5.868194842       0.1704101562        3.938706909    
    1   677    5.885057471       0.1699218750        3.940471876    
    1   678    5.902017291       0.1694335938        3.942248760    
    1   679    5.919075145       0.1689453125        3.944037730    
    1   680    5.936231884       0.1684570312        3.945838960    
    1   681    5.953488372       0.1679687500        3.947652621    
    1   682    5.970845481       0.1674804688        3.949478891    
    1   683    5.988304094       0.1669921875        3.951317946    
    1   684    6.005865103       0.1665039062        3.953169967    
    1   685    6.023529412       0.1660156250        3.955035136    
    1   686    6.041297935       0.1655273438        3.956913638    
    1   687    6.059171598       0.1650390625        3.958805658    
    1   688    6.077151335       0.1645507812        3.960711386    
    1   689    6.095238095       0.1640625000        3.962631013    
    1   690    6.113432836       0.1635742188        3.964564732    
    1   691    6.131736527       0.1630859375        3.966512739    
    1   692    6.150150150       0.1625976562        3.968475232    
    1   693    6.168674699       0.1621093750        3.970452413    
    1   694    6.187311178       0.1616210938        3.972444483    
    1   695    6.206060606       0.1611328125        3.974451649    
    1   696    6.224924012       0.1606445312        3.976474119    
    1   697    6.243902439       0.1601562500        3.978512104    
    1   698    6.262996942       0.1596679688        3.980565817    
    1   699    6.282208589       0.1591796875        3.982635475    
    1   700    6.301538462       0.1586914062        3.984721295    
    1   701    6.320987654       0.1582031250        3.986823501    
    1   702    6.340557276       0.1577148438        3.988942315    
    1   703    6.360248447       0.1572265625        3.991077967    
    1   704    6.380062305       0.1567382812        3.993230684    
    1   705    6.400000000       0.1562500000        3.995400701    
    1   706    6.420062696       0.1557617188        3.997588253    
    1   707    6.440251572       0.1552734375        3.999793579    
    1   708    6.460567823       0.1547851562        4.002016921    
    1   709    6.481012658       0.1542968750        4.004258525    
    1   710    6.501587302       0.1538085938        4.006518636    
    1   711    6.522292994       0.1533203125        4.008797508    
    1   712    6.543130990       0.1528320312        4.011095394    
    1   713    6.564102564       0.1523437500        4.013412552    
    1   714    6.585209003       0.1518554688        4.015749242    
    1   715    6.606451613       0.1513671875        4.018105729    
    1   716    6.627831715       0.1508789062        4.020482279    
    1   717    6.649350649       0.1503906250        4.022879163    
    1   718    6.671009772       0.1499023438        4.025296655    
    1   719    6.692810458       0.1494140625        4.027735033    
    1   720    6.714754098       0.1489257812        4.030194577    
    1   721    6.736842105       0.1484375000        4.032675571    
    1   722    6.759075908       0.1479492188        4.035178303    
    1   723    6.781456954       0.1474609375        4.037703064    
    1   724    6.803986711       0.1469726562        4.040250149    
    1   725    6.826666667       0.1464843750        4.042819857    
    1   726    6.849498328       0.1459960938        4.045412489    
    1   727    6.872483221       0.1455078125        4.048028350    
    1   728    6.895622896       0.1450195312        4.050667751    
    1   729    6.918918919       0.1445312500        4.053331003    
    1   730    6.942372881       0.1440429688        4.056018424    
    1   731    6.965986395       0.1435546875        4.058730333    
    1   732    6.989761092       0.1430664062        4.061467055    
    1   733    7.013698630       0.1425781250        4.064228917    
    1   734    7.037800687       0.1420898438        4.067016250    
    1   735    7.062068966       0.1416015625        4.069829391    
    1   736    7.086505190       0.1411132812        4.072668677    
    1   737    7.111111111       0.1406250000        4.075534451    
    1   738    7.135888502       0.1401367188        4.078427061    
    1   739    7.160839161       0.1396484375        4.081346856    
    1   740    7.185964912       0.1391601562        4.084294190    
    1   741    7.211267606       0.1386718750        4.087269422    
    1   742    7.236749117       0.1381835938        4.090272912    
    1   743    7.262411348       0.1376953125        4.093305026    
    1   744    7.288256228       0.1372070312        4.096366133    
    1   745    7.314285714       0.1367187500        4.099456605    
    1   746    7.340501792       0.1362304688        4.102576819    
    1   747    7.366906475       0.1357421875        4.105727156    
    1   748    7.393501805       0.1352539062        4.108907998    
    1   749    7.420289855       0.1347656250        4.112119733    
    1   750    7.447272727       0.1342773438        4.115362751    
    1   751    7.474452555       0.1337890625        4.118637447    
    1   752    7.501831502       0.1333007812        4.121944218    
    1   753    7.529411765       0.1328125000        4.125283466    
    1   754    7.557195572       0.1323242188        4.128655593    
    1   755    7.585185185       0.1318359375        4.132061009    
    1   756    7.613382900       0.1313476562        4.135500123    
    1   757    7.641791045       0.1308593750        4.138973350    
    1   758    7.670411985       0.1303710938        4.142481104    
